md_file,kind,url
content/posts/2009-07-01-sin-comentarios.md,raw_url,http://www.blogger.com/post-edit.g?blogID=9884350&postID=5599104865515506287#
content/posts/2009-11-08-pride-de-gengoroh-tagame.md,raw_url,http://db.tt/9ZFmgPp
content/posts/2009-11-08-pride-de-gengoroh-tagame.md,raw_url,http://db.tt/Tripgjr
content/posts/2009-11-08-pride-de-gengoroh-tagame.md,raw_url,http://db.tt/L8EXt4P
content/posts/2009-11-21-trophy-de-gengoroh-tagame.md,raw_url,http://db.tt/0QCdlKh
content/posts/2009-12-06-nuevo-album-de-gengoroh-tagame.md,raw_url,http://db.tt/3zXNBP0
content/posts/2009-12-14-bdsm-en-queer-as-folk.md,raw_url,http://www.youtube.com/v/BgkTFNUQbDw&hl=es_ES&fs=1&
content/posts/2009-12-16-bdsm-en-queer-as-folk-2.md,raw_url,http://www.youtube.com/v/xox1cxbEWrU&hl=es_ES&fs=1&
content/posts/2009-12-16-bdsm-en-queer-as-folk-2.md,raw_url,http://www.youtube.com/v/xox1cxbEWrU&hl=es_ES&fs=1&
content/posts/2009-12-20-kishimu-otoko-de-tagame.md,raw_url,http://db.tt/QdAlDTN
content/posts/2010-01-04-amo-y-esclavos-en-cueros.md,raw_url,http://www.recon.com/view_profile.aspx?id=11244
content/posts/2010-02-04-una-fotografa-muy-particular.md,raw_url,http://www.ohlson.se/
content/posts/2010-02-07-de-nuevo-esclavo.md,raw_url,http://diariodeunesclavo.blogspot.com/2010/01/casi-como-un-mini-relatopero-cierto.html
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://sexyleatherman.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://bndgkid.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://dogcatcherspound.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://themasterandhisslave.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://taylorbuck.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://bdsmbook.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://mastermount.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,http://rubbergimp.blogspot.com
content/posts/2010-02-15-nuevos-blogs.md,raw_url,"http://berlinqueer.blogspot.com,"
content/posts/2010-03-23-tuffplay.md,raw_url,http://leather.recon.com/view_profile.aspx?id=10615
content/posts/2010-05-10-recomendando-blog.md,raw_url,http://nosafeword.blogspot.com/
content/posts/2010-05-10-un-debate-interesante-los-limites-de-la.md,raw_url,http://diariodeunesclavo.blogspot.com/2010/05/las-botas-de-mi-amo-2.html
content/posts/2010-05-20-fdd-sm-apartments.md,raw_url,http://www.smapartments.de/
content/posts/2010-06-01-fdd-encuerado.md,raw_url,http://www.blogger.com/goog_1122010687
content/posts/2010-06-18-por-que-un-amo-nunca-necesita.md,raw_url,http://themasterandhisslave.blogspot.com/2010/06/why-master-never-needs-to-apologize.html
content/posts/2010-07-02-cadenas-y-candados.md,raw_url,http://www.recon.com/aqwaman
content/posts/2010-07-05-sirviendo-botas2.md,raw_url,http://diariodeunesclavo.blogspot.com/2010/05/sirviendo-botas-1.html
content/posts/2010-07-13-fdd-botero.md,raw_url,http://diariodeunesclavo.blogspot.com/2010/04/unas-buenas-botas.html
content/posts/2010-07-16-perfil-de-botas.md,raw_url,http://www.recon.com/alleathered
content/posts/2010-07-22-serie-leatherman.md,raw_url,http://www.recon.com/
content/posts/2010-08-06-senales-de-vida.md,raw_url,http://relatosdeunesclavo.blogspot.com
content/posts/2010-08-28-fdd-perspectivas-de-amo.md,raw_url,http://diariodeunesclavo.blogspot.com/2010/08/leatherbound-la-pelicula.html
content/posts/2010-09-14-no-hay-misterio-que-no-se-pueda.md,raw_url,http://metalbond.thumblogger.com/
content/posts/2010-09-14-no-hay-misterio-que-no-se-pueda.md,raw_url,http://metalbond.thumblogger.com/home/log/2010/36/other-sites-to-check-out.html
content/posts/2010-10-16-diferencias-entre-esclavos-y-sumisos.md,raw_url,http://pensamientosdeunadomina.blogspot.com/2010/10/porque-un-esclavo-no-se-cuestiona-si-es.html
content/posts/2010-10-26-escuela-de-esclavos.md,raw_url,http://fetlife.com/groups/24235
content/posts/2010-11-14-blackjan.md,raw_url,http://www.recon.com/blackjan
content/posts/2010-11-15-la-casa-de-los-herejes.md,raw_url,http://www.lacupula.com/web/articulo.do;jsessionid=42BE08E332B2EB99F67739C9986742A4?idArt=1141
content/posts/2010-11-21-shawnsf.md,raw_url,http://www.recon.com/shawnSF
content/posts/2010-11-21-shawnsf.md,raw_url,http://www.facebook.com/CaliforniaLeatherboy2010
content/posts/2010-11-24-oscuridad-parte-1.md,raw_url,http://metalbond.thumblogger.com/
content/posts/2010-12-01-oscuridad-parte-2.md,raw_url,http://metalbond.thumblogger.com/
content/posts/2010-12-02-leatherbreechesmuc.md,raw_url,http://www.recon.com/leatherbreechesmuc
content/posts/2010-12-08-oscuridad-parte-3.md,raw_url,http://metalbond.thumblogger.com/
content/posts/2010-12-15-oscuridad-parte-4.md,raw_url,http://metalbond.thumblogger.com/
content/posts/2011-01-24-skintight41.md,raw_url,http://www.recon.com/skintight41
content/posts/2011-01-28-lthrphkr.md,raw_url,http://www.recon.com/lthrphkr
content/posts/2011-02-06-rubbaboy.md,raw_url,http://www.recon.com/rubbaboy
content/posts/2011-02-08-la-casa-de-los-herejes-volumen-2.md,raw_url,http://diariodeunesclavo.blogspot.com/2010/11/la-casa-de-los-herejes.html
content/posts/2011-02-08-la-casa-de-los-herejes-volumen-2.md,raw_url,http://www.lacupula.com/web/articulo.do?idArt=611
content/posts/2011-02-18-hoodme69.md,raw_url,http://www.recon.com/hoodme69
content/posts/2011-02-21-lilpupuk.md,raw_url,http://www.recon.com/lilpupuk
content/posts/2011-03-30-suitsleathernrubber.md,raw_url,http://www.recon.com/suitsleathernrubber
content/posts/2011-04-19-ledersucker.md,raw_url,http://www.recon.com/ledersucker
content/posts/2011-04-26-indefension-aprendida.md,raw_url,http://blog-mistressnatalie.com/2011/01/09/indefension-aprendida/
content/posts/2011-04-26-mattspike.md,raw_url,http://www.recon.com/mattspike
content/posts/2011-04-26-mattspike.md,raw_url,http://mattspike.foliosnap.com/
content/posts/2011-04-27-cueroboi.md,raw_url,http://www.recon.com/cueroboi
content/posts/2011-04-27-sumiso-y-docil.md,raw_url,http://sumisoydocil.blogspot.com
content/posts/2011-05-01-no-ser-mas-que-un-objeto-una-propiedad.md,raw_url,http://leathermusings.blogspot.com/
